business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Maya Complex,South Indian Restaurant,Housing complex,Housing complex,783331,Assam Circle,N/A,Goalpara Division,"Gauripur S.O, Asharikandi B.O, Balajan B.O",N/A,N/A,4.1,,"NH-31,Gauripur; Dist Dhubri assam, Gauripur, Assam 783331",783331,26.089915899999998,89.9683876,ChIJocUDQVOe4jkRJXj4--ae0W0,https://www.google.com/maps/place/?q=place_id:ChIJocUDQVOe4jkRJXj4--ae0W0,part_360,2026-09-20 20:39:41
