business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Wedmeup Tezpur ( Caterers | Weddings | Events ),Event Planners/Wedding Planners,Wedding planner,"Wedding planner, Catering food and drink supplier, Children's party buffet, Event management company, Event planner, Party planner, Restaurant supply store, Wedding buffet, Wedding venue",783132,Assam Circle,N/A,Goalpara Division,"Jaleswar S.O, Dharai B.O, Gaurnagar B.O",+91 95609 30944,N/A,3.8,,"JRG2+55X, WEDMEUP C/O Krishna Kath Hazarika, Natunpara Rd, near B K Memorial Hospital, Tezpur, Assam 784001",Mahabhairab,26.6254973,92.8004771,ChIJi2LdXf7pRDcRClsxtyjkVBg,https://www.google.com/maps/place/?q=place_id:ChIJi2LdXf7pRDcRClsxtyjkVBg,part_360,2026-09-20 20:33:05
