business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
PetMitra - Dog & Cat Pet Clinic | Pet Vaccination | Pet Surgery | Pet Grooming | Pet Boarding | 24x7emergency |,Veterinary Clinic and Pet Hospital,Veterinarian,"Veterinarian, Animal hospital, Emergency veterinarian service, Pet boarding service, Pet groomer, Pet supply store, Veterinary pharmacy",768103,Odisha Circle,Sambalpur Region,Sambalpur Division,"Remunda S.O, Arjunda B.O, Bakti B.O",+91 94243 83996,N/A,4.6,,"C-200, in front of Bansal Hospital, Sector C, Shahpura, Bhopal, Madhya Pradesh 462039","Sector C, Shahpura",23.198660999999998,77.4196607,ChIJK9IuVy9DfDkRMsG9YUuJQlc,https://www.google.com/maps/place/?q=place_id:ChIJK9IuVy9DfDkRMsG9YUuJQlc,part_354,2026-09-20 20:23:18
