business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jindal Panther TMT Dealer - R N Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 94370 59928,https://www.jindalpanther.com/,,,"Bareipali, Sambalpur, Odisha 768006",Bareipali,21.4953538,83.9690888,ChIJqYMmCw8XIToRUmbOgrBYS2w,https://www.google.com/maps/place/?q=place_id:ChIJqYMmCw8XIToRUmbOgrBYS2w,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - C B Steel Corp |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 94370 54021,https://www.jindalpanther.com/,,,"At-Khata No-257, 164, Farm Rd, Khetrajpur, Sambalpur, Odisha 768002",Khetrajpur,21.4774644,83.9627251,ChIJsz0Xd-4XIToRK-cF_-aLTw4,https://www.google.com/maps/place/?q=place_id:ChIJsz0Xd-4XIToRK-cF_-aLTw4,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - R K Steel And Sales | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 97789 91100,https://www.jindalpanther.com/,,,"At-Near Tangerpali Overbridge Anguliapara, Nh-6, Ainthapali, Sambalpur, Odisha 768004",Ainthapali,21.4867617,83.9921267,ChIJNR6i3NUXIToRM7cQJAWzdCk,https://www.google.com/maps/place/?q=place_id:ChIJNR6i3NUXIToRM7cQJAWzdCk,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Amaira Steels |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 89840 07699,https://www.jindalpanther.com/,,,"Fxxp+6C7, Ainthapali, Kainsir, Sambalpur, Odisha 768003",Ainthapali,21.497951699999998,83.9862177,ChIJbxqjiLsXIToR-772-hjvQLM,https://www.google.com/maps/place/?q=place_id:ChIJbxqjiLsXIToR-772-hjvQLM,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Shree Av Ventures |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 90900 08402,https://www.jindalpanther.com/,,,"Annapurna Complex, Samblapur, Remed, Sambalpur, Odisha 768006",Samblapur,21.5016067,83.9442499,ChIJa_CLGCcXIToRZ7Mw135ClN4,https://www.google.com/maps/place/?q=place_id:ChIJa_CLGCcXIToRZ7Mw135ClN4,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - S Azad | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 97779 22123,https://www.jindalpanther.com/,,,"Fxvr+56C, Ainthapali, Kainsir, Sambalpur, Odisha 768006",Ainthapali,21.4929152,83.99036579999999,ChIJ64TeV5wXIToR_g0_YCUOi1I,https://www.google.com/maps/place/?q=place_id:ChIJ64TeV5wXIToR_g0_YCUOi1I,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Basudev Trading Co | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 94370 77539,https://www.jindalpanther.com/,,,"Infront Of Ambira Nagar, At Ã, Nh-6, Ainthapali, Sambalpur, Odisha 768004",Ainthapali,21.4956055,83.9937966,ChIJt-hQ5A8XIToRL1c__2DORFM,https://www.google.com/maps/place/?q=place_id:ChIJt-hQ5A8XIToRL1c__2DORFM,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Nana Garam Agarwal | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 94371 58580,https://www.jindalpanther.com/,,,"At, near Sbi, Khetrajpur, Sambalpur, Odisha 768003","Balaji Colony, Khetrajpur",21.4787714,83.9565753,ChIJiZaSmp0XIToRsHYbIDMsN8s,https://www.google.com/maps/place/?q=place_id:ChIJiZaSmp0XIToRsHYbIDMsN8s,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Steelage Traders | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 70085 11624,https://www.jindalpanther.com/,,,"Fxh6+Q8X, Farm Rd, Khetrajpur, Sambalpur, Odisha 768002",Khetrajpur,21.4794196,83.96038949999999,ChIJBw9GgvoXIToRYD7XTwp8OVg,https://www.google.com/maps/place/?q=place_id:ChIJBw9GgvoXIToRYD7XTwp8OVg,part_354,2026-09-20 20:24:50
Jindal Panther TMT Dealer - Unitech Associates | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",768105,Odisha Circle,Sambalpur Region,Sambalpur Division,"Jujumura S.O, Bansajal B.O, Basiapara B.O",+91 94373 93268,https://www.jindalpanther.com/,,,"Themra, Sambalpur, Odisha 768005",768105,21.443630199999998,84.0040628,ChIJRwhjDeUVIToRgoaQKBkRP9Q,https://www.google.com/maps/place/?q=place_id:ChIJRwhjDeUVIToRgoaQKBkRP9Q,part_354,2026-09-20 20:24:50
