business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Webgany Services - Website Design | Digital Marketing | Lead Generation | SEO,Social Media Marketing Agencies,Marketing agency,"Marketing agency, Internet marketing service, Website designer, Software company",767028,Odisha Circle,Sambalpur Region,Balangir Division,"Khaprakhol S.O, Bhanpur B.O, Dhandamunda B.O",+91 78588 05734,https://webgany.com/,5,141,"New Bangali Tola Mahavir Path, Mithapur, Patna, Bihar 800001",Mithapur,25.5928039,85.1392705,ChIJf0EE5dRZ7TkRW_b_MOCp_5M,https://www.google.com/maps/place/?q=place_id:ChIJf0EE5dRZ7TkRW_b_MOCp_5M,part_352,2026-09-20 20:49:20
