business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
VITA TRAVELS AND SERVICES | VITA HOLIDAYS |TOUR OPERATOR IN RAIPUR | BEST TRAVEL AGENTS IN INDIA,Tour and Travel Operator,Travel agency,"Travel agency, Airline ticket agency, Bus tour agency, Helicopter tour agency, Passport Agent, Taxi service, Tour operator, Railway Ticket Agent, Train ticket office, Wedding planner",766017,Odisha Circle,Berhampur Region,Kalahandi Division,"Charbahal S.O, Arebeda B.O, Bandigaon B.O",+91 76478 21813,https://vitaholidays.in/,4.7,26,"Shop No - K06 ground floor, ravan bhata, ISBT BUS stand, Ravanbhatha, Patel Para, Raipur, Chhattisgarh 492001","Ravanbhatha, Patel Para",21.2192258,81.6309959,ChIJ-fJwKwjdKDoRIRPOMSd5GME,https://www.google.com/maps/place/?q=place_id:ChIJ-fJwKwjdKDoRIRPOMSd5GME,part_352,2026-09-20 20:22:23
