business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Digital services by Ap - Best Bussiness Devlopment Agency in delhi || Best Digital marketing agency in delhi,B2B Appointment-Setting Agencies,Business to business service,"Business to business service, Business development service, Service establishment",767024,Odisha Circle,Sambalpur Region,Balangir Division,"Churapali S.O, Baidipali B.O, Barpudigia B.O",+91 81783 33219,https://digitalservicesbyap.com/,4.2,5,"Digital services by Ap - Best Bussiness Devlopment Agency in delhi || Best Digital marketing agency in delhi, 767024, India",767024,45.050399899999995,-47.802320699999996,ChIJBVVP08BvrI4R8ALMKAPq1kE,https://www.google.com/maps/place/?q=place_id:ChIJBVVP08BvrI4R8ALMKAPq1kE,part_352,2026-09-20 20:46:49
