business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Gurtej Sahni Classes COACHING FOR CA IN CHANDIGARH| CA FOUNDATION| CA INTER| CA FINAL|,Commerce and CA Coaching,Coaching Center,"Coaching Center, Career guidance service, Chartered accountant, Educational institution, Financial consultant, Tutoring service",770013,Odisha circle,Sambalpur Region,Sundargarh Division,"Durubaga B.O, Garjanjore B.O, Kendudihi B.O",+91 98150 81707,http://www.gurtejsahniclasses.com/,4.9,279,"TOP FLOOR, SCO 378, Sector 32D, Sector 32, Chandigarh, 160030","Sector 32D, Sector 32",30.710026499999998,76.7727426,ChIJiV2stVDsDzkR-X7Bdm7mLDg,https://www.google.com/maps/place/?q=place_id:ChIJiV2stVDsDzkR-X7Bdm7mLDg,part_355,2026-09-20 20:31:02
