business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Apollo 24||7 Doctor Tele-Consult Near Me || Koel Nagar || Sundargarh,Doctors,General practitioner,"General practitioner, Allergist, Cardiologist, Consultant, Dermatologist, Diabetologist, Doctor, Gastroenterologist, Obstetrician-gynecologist, Orthopedic clinic",769014,Odisha Circle,Sambalpur Region,Rourkela Division,Rourkela - 14 S.O,+91 80 6220 7719,https://www.apollo247.com/specialties,,,"854, D, Plot No. 130, 1, Koel Nagar, Rourkela, Odisha 769014","D Block, Koel Nagar",22.2584905,84.884946,ChIJyW_jjhIdIDoRQd4O7sUmngc,https://www.google.com/maps/place/?q=place_id:ChIJyW_jjhIdIDoRQd4O7sUmngc,part_355,2026-09-20 20:25:24
