business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Modular Kitchen Lucknow | मॉड्यूलर किचन | Small Modular kitchen,Modular Kitchen Manufacturer,Kitchen remodeler,Kitchen remodeler,769016,Odisha Circle,Sambalpur Region,Rourkela Division,Rourkela -16 S.O,+91 79856 15736,https://sites.google.com/view/lucknow-modular-kitchen/home,4.4,14,"Shop no 5, Patkar Puram chuaraha, Uttar Pradesh 226024","Sector F, Chandralok",26.8825945,80.94759479999999,ChIJD44E0hj9mzkRJ-oVPBpSSkg,https://www.google.com/maps/place/?q=place_id:ChIJD44E0hj9mzkRJ-oVPBpSSkg,part_355,2026-09-20 20:26:43
