business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"SARC TECHNOLOGY-|| Best digital marketing agency in Uttarakhand, India || Best digital marketing company in Dehradun ||",SEO Consultants,Internet marketing service,"Internet marketing service, Advertising agency, Branding agency, Marketing agency, Software company, Website designer",769042,Odisha circle,Sambalpur Region,Rourkela Division,"Jabaghat B.O, Karmabahal B.O, Lahanda B.O",+91 88991 69539,http://www.sarctechnology.com/,4.9,,"75/11, Rajpur Rd, near Raj Plaza, Ravindrapuri, Dilaram Chowk, Dehradun, Uttarakhand 248001","Ravindrapuri, Dilaram Chowk",30.3368741,78.052588,ChIJOUVJgt0oCTkROuNe277yC1Y,https://www.google.com/maps/place/?q=place_id:ChIJOUVJgt0oCTkROuNe277yC1Y,part_355,2026-09-20 20:27:32
