business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Urologist Dr. Priyanku P Sarma || Best Urologist in Guwahati | Urologist in Guwahati,Polyclinic,Urologist,"Urologist, Doctor, Urology clinic",781024,Assam Circle,N/A,Guwahati Division,"Zoo Road S.O, Gitanagar B.O",+91 94015 35267,https://drpriyankusarma.in/,5,50,"Dispur Polyclinic and Hospitals, Hengrabari Rd, GMC Ward Number 44, Ganeshguri, Guwahati, Assam 781006","GMC Ward Number 44, Ganeshguri",26.1496918,91.787176,ChIJSwMykEZZWjcRiuhaY3uBNJk,https://www.google.com/maps/place/?q=place_id:ChIJSwMykEZZWjcRiuhaY3uBNJk,part_356,2026-09-20 21:23:45
