business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Pop contractor agra || Gypsum false ceiling || Grid false ceiling contractor agra,False Ceiling Contractor,Contractor,"Contractor, Home builder, Interior Decorator, Interior designer, Painter",781023,Assam Circle,N/A,Guwahati Division,"Amerigog S.O, Jorabat B.O",+91 63976 73262,N/A,4.8,48,"Dixit market, Rajpur Chungi, Shamsabad, Agra, Uttar Pradesh 282001","Rajpur Chungi, Shamsabad",27.1460007,78.0400792,ChIJ_QlFFHVxdDkRoHTXayXGegU,https://www.google.com/maps/place/?q=place_id:ChIJ_QlFFHVxdDkRoHTXayXGegU,part_356,2026-09-20 21:23:15
