business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Vaso Care | Varicose veins | PTBD | TACE | RFA | Cancer intervention | Best Vascular | Best Tumour Specialist in Guwahati,Dialysis Center,Specialized clinic,"Specialized clinic, Cancer treatment center, Doctor, Medical diagnostic imaging center, Oncologist, Radiologist, Vascular surgeon",781024,Assam Circle,N/A,Guwahati Division,"Zoo Road S.O, Gitanagar B.O",+91 70306 43535,https://www.drarupkarmakar.com/,4.7,126,"VASOCARE, House no-2, LACHIT LANE, Rajgarh Rd, near Bhabani press, Guwahati, Assam 781007",Lachit Nagar,26.1677528,91.7691614,ChIJjX-W-KNZWjcR4Up0wUwkQ-4,https://www.google.com/maps/place/?q=place_id:ChIJjX-W-KNZWjcR4Up0wUwkQ-4,part_356,2026-09-20 21:23:45
