business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Hawelikar & Associates - Family lawyer in Navi Mumbai | Criminal Lawyer in Navi Mumbai | Divorce lawyer in Navi Mumbai,Advocate and Lawyer,Lawyer,"Lawyer, Civil law attorney, Criminal justice attorney, Divorce lawyer, Family law attorney, Law firm, Real estate attorney",781031,Assam circle,N/A,Guwahati Division,"Collegenagar B.O, Amingaon S.O",+91 76910 36910,https://hawelikar.com/,4.7,119,"Shah Prima, 707, opp. Glomax Mall, Sector 2, Kharghar, Panvel, Maharashtra 410210","Sector 2, Kharghar",19.0298105,73.06520019999999,ChIJqVjTiy_B5zsRZgOY1ch-Vpw,https://www.google.com/maps/place/?q=place_id:ChIJqVjTiy_B5zsRZgOY1ch-Vpw,part_356,2026-09-20 21:28:24
