business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr Pawan Bajaj | Best Dermatologist In Dibrugar | Best Skin Specialist In Dibrugar,Skin Clinic and Dermatologist,Dermatologist,Dermatologist,767048,Odisha Circle,Sambalpur Region,Balangir Division,"Bhainsa S.O (Balangir), Bhundimuhan B.O, Dumerpita B.O",N/A,N/A,3.6,128,"C/O Derma clinic Assam Medical College Road,Bordoloi Avenue, opposite of Aditya Hospital, Paltan Bazaar, Dibrugarh, Assam 786005",Paltan Bazaar,27.491069399999997,94.93160069999999,ChIJhSQ8opOZQDcRYoLvKrdvZ8o,https://www.google.com/maps/place/?q=place_id:ChIJhSQ8opOZQDcRYoLvKrdvZ8o,part_353,2026-09-20 20:26:19
