business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
MAA DURGA CLINIC | Dr Anup Agrawal | कान नाक गला रोग विशेषज्ञ एवं सर्जन | ENT Specialist In Sarangarh,ENT Clinic,ENT Specialist,"ENT Specialist, Hearing aid store, Otolaryngology clinic",768034,Odisha Circle,Sambalpur Region,Sambalpur Division,"Ghess S.O, Birjam B.O, Jhar B.O",+91 89821 99980,N/A,4.1,,"H3PH+VQF, near post office, Agrasen chowk, Sarangarh, Chhattisgarh 496445",Agrasen chowk,21.5871852,83.0794305,ChIJ94eAuHglJzoR-7POtDunp9U,https://www.google.com/maps/place/?q=place_id:ChIJ94eAuHglJzoR-7POtDunp9U,part_353,2026-09-20 20:47:48
