business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Promex Digital Marketing Agency,PPC Advertising Agencies,Advertising agency,Advertising agency,767045,Odisha circle,Sambalpur Region,Balangir Division,"Babupali B.O, Badkarle B.O, Bankigirdi B.O",+91 99720 97582,https://promexagency.com/,5,,"Ground Floor No. 8/85(||, Shri Vinayaka Complex, Manipal, Opp:MIT, Eshwar Nagar, Udupi, Karnataka 576104","Manipal, Opp:MIT, Eshwar Nagar",13.3547706,74.7932364,ChIJIesq2melvDsRxXwgzNwA-GQ,https://www.google.com/maps/place/?q=place_id:ChIJIesq2melvDsRxXwgzNwA-GQ,part_353,2026-09-20 20:25:22
