business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ORTHO- CARE PHYSIOTHERAPY CLINIC || Dr. SHAZAIB ANWAR.,Orthopedic and Physiotherapy Clinic,Physiotherapist,"Physiotherapist, Pain management physician",781341,Assam Circle,N/A,Nalbari Division,"Kazipara S.O, Balikaria B.O, Burinagar B.O",N/A,N/A,5,,"Shaukat Ali Rd, near Axis bank Street Infront of Smart bazar, Mohsin -E- Azam Colony, Civil Lines, Rampur, Uttar Pradesh 244901","Mohsin -E- Azam Colony, Civil Lines",28.7947071,79.0226094,ChIJqf4qZxaNCjkRKW_wSXs9wXg,https://www.google.com/maps/place/?q=place_id:ChIJqf4qZxaNCjkRKW_wSXs9wXg,part_358,2026-09-20 20:56:01
