business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"ALLEN Career Institute - Dibrugarh Campus | IIT JEE, NEET & Foundation Coaching",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Educational institution",781377,Assam Circle,N/A,Nalbari Division,"Thamna S.O (Nalbari), Athiabari B.O, Garamdew B.O",+91 95138 86006,https://www.allen.ac.in/dibrugarh/?utm_source=GMB&utm_medium=Organic&utm_campaign=ALLEN_Career_Institute_Dibrugarh,4.7,,"First Floor, Commercial Complex, AT Road, Phool Bagan, Dibrugarh, Assam 786001",Phool Bagan,27.4868483,94.9080407,ChIJnSEkwXGZQDcRioe9MNsNamc,https://www.google.com/maps/place/?q=place_id:ChIJnSEkwXGZQDcRioe9MNsNamc,part_358,2026-09-20 21:18:44
