business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Puranigudam,Diagnostic Center,Diagnostic center,"Diagnostic center, Blood testing service, Laboratory, Medical laboratory, Pathologist",782102,Assam Circle,Dibrugarh Region,Nagaon Division,"Barhampur S.O, Bamuni B.O, Kandali B.O",+91 74001 69631,https://www.lupindiagnostics.com/centers-locator/assam/nagaon/pathology-lab-bhuyan-medicos-87397,5,1,"Keyapatti, Bhuyan Medicos, Puranigudam, Assam 782141",782102,26.3737972,92.794788,ChIJo4UGZCsfRTcRVqjZW9O_Zp4,https://www.google.com/maps/place/?q=place_id:ChIJo4UGZCsfRTcRVqjZW9O_Zp4,part_358,2026-09-20 21:23:44
